Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0784181346772834,0.0216865354845923,0.0519080506276422,0,0,0,0.123509016850579,8.88237314481654E-05,9.11796897240884E-06,8.07416451670103E-07,7.06141777765002E-05,-7.27332787833695E-07,0.000156863448812758,0,0,0,0,0,0,package://Assem9/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Assem9/meshes/base_link.STL,,palm-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
INDEX,-0.0144326627089809,0.0542536671695487,-0.018111878088184,0,0,0,0.0234263003223455,2.27491816288172E-06,-6.33121394937988E-09,-7.9283804988921E-09,1.15909780545131E-06,3.85037852710387E-07,2.1413945038986E-06,0,0,0,0,0,0,package://Assem9/meshes/INDEX.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Assem9/meshes/INDEX.STL,,finger INDEX-1,Origin_inde1,Axis_inde1,inde1,continuous,-0.071883,-0.053892,0.09301,1.97,-0.65797,0,base_link,1,0,0,,,,,,,,,,,,
